Bin_ID,Samples,Sample,Day,Treatment,Bin_Size(Mbp),16S,Completeness,Contamination,Strain_Heterogeneity,Percent_community,dRep_cluster,Domain,Phylum,Class,Order,Family,Genus,Species
19_bin.8,P225,19,9,PC,1.923197,x,65,0.5,100,1.778083868,71_8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Candidimonas,
19_bin.26,P225,19,9,PC,3.346057,x,95.5,0.08,0,5.876841396,82_1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Simplicispira_B,
19_bin.3,P225,19,9,PC,2.913832,x,88.26,3.28,35,0.688354259,77_2,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,
20_bin.9,P230,20,9,NC,3.401135,x,71.04,2.81,16.67,1.90822968,1_1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,,
20_bin.13,P230,20,9,NC,2.877036,x,79.18,1.24,33.33,2.875805275,62_1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,UKL13-2,GR16-43,
21_bin.8,P305,21,15,AB,2.806706,NODE_599_length_29406_cov_4.560708,93.69,0.97,0,0.444632497,90_1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,,
21_bin.14,P305,21,15,AB,2.492734,x,95.89,0.67,33.33,2.384106152,17_1,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Microbacteriaceae,Cryobacterium_A,
21_bin.57,P305,21,15,AB,6.994415,x,96.79,1.45,33.33,0.696877517,9_1,Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,
21_bin.26,P305,21,15,AB,2.88708,x,50,1.72,100,1.031871691,7_1,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Pontibacter,
21_bin.18,P305,21,15,AB,3.321768,x,83.48,1.44,40,0.564491311,95_2,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,,
21_bin.40,P305,21,15,AB,4.447551,x,94.19,8.1,11.11,0.553123234,102_1,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium nematocida
21_bin.54,P305,21,15,AB,2.042016,x,62.22,0.29,0,0.388897619,87_1,Bacteria,Firmicutes_I,Bacilli_A,Paenibacillales,Paenibacillaceae,,
21_bin.10,P305,21,15,AB,3.802225,x,92.31,4.4,0,2.056697811,46_1,Bacteria,Gemmatimonadota,Gemmatimonadetes,,,,
21_bin.47,P305,21,15,AB,4.019438,x,96.15,4.4,0,2.041956595,55_1,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,,
21_bin.44,P305,21,15,AB,3.342733,x,87.68,5,0,0.464917448,5_1,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,,
21_bin.17,P305,21,15,AB,4.149362,x,52.07,6.03,50,0.862307508,23_2,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,
21_bin.25,P305,21,15,AB,2.924269,x,97.66,0.65,33.33,1.389509942,22_1,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,
21_bin.3,P305,21,15,AB,2.197695,x,69.98,0.32,0,9.59882136,24_1,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,
21_bin.58,P305,21,15,AB,3.155389,x,90.8,3.67,39.13,0.566100695,35_1,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,
21_bin.39,P305,21,15,AB,2.907144,x,93.5,3.03,16.67,1.184649951,34_1,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,UBA5005,
21_bin.35,P305,21,15,AB,4.569269,x,95.69,7.68,7.14,0.642998771,37_1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea,
21_bin.2,P305,21,15,AB,3.679306,x,90.88,0.82,50,1.15363008,33_1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,
21_bin.52,P305,21,15,AB,2.482299,x,55.17,0,0,1.481325273,32_2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,
21_bin.56,P305,21,15,AB,4.129918,x,95.17,9.26,23.68,1.740387509,31_1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,
21_bin.27,P305,21,15,AB,3.908213,x,64.1,2.16,53.85,0.988946416,38_2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Pseudaminobacter,
21_bin.24,P305,21,15,AB,2.169274,x,61.24,2.4,66.67,1.321369417,26_1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,
21_bin.1,P305,21,15,AB,2.098035,NODE_1094_length_21447_cov_80.177445,71.74,2.83,12.5,7.440633477,28_1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas_F,
21_bin.4,P305,21,15,AB,2.32008,x,72.09,3.04,40,0.381641256,67_1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Candidimonas,
21_bin.37,P305,21,15,AB,3.31384,x,95.48,0.08,0,2.581519366,82_1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Simplicispira_B,
21_bin.23,P305,21,15,AB,2.758865,x,98.85,0.34,0,3.587603688,78_1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas,
21_bin.22,P305,21,15,AB,2.281081,x,54.48,0,0,0.625319366,77_2,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,
21_bin.46,P305,21,15,AB,4.725295,x,84.08,2.7,40,0.686509672,45_4,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,,
22_bin.33,P310,22,15,AF,1.342814,x,75.98,0,0,0.529662067,90_1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,,
22_bin.1,P310,22,15,AF,2.715435,x,85.95,1.09,20,0.719696014,18_1,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Microbacteriaceae,Cryobacterium_A,
22_bin.6,P310,22,15,AF,2.524823,NODE_8433_length_4976_cov_15.895489,94.55,0.17,100,2.681384772,17_1,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Microbacteriaceae,Cryobacterium_A,
22_bin.48,P310,22,15,AF,5.264516,NODE_22453_length_2527_cov_2.823673,73.6,1.04,42.86,0.554318042,9_1,Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,
22_bin.22,P310,22,15,AF,2.148762,x,61.48,0.53,66.67,0.530702593,93_5,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Palsa-955,
22_bin.10,P310,22,15,AF,2.805592,x,59.48,0,0,1.481122852,7_1,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Pontibacter,
22_bin.24,P310,22,15,AF,2.402113,x,63.51,0.86,100,3.091286888,103_1,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,,
22_bin.31,P310,22,15,AF,3.264053,x,83.16,2.71,30,0.564073761,95_5,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,,
22_bin.39,P310,22,15,AF,2.850822,x,60.27,8.62,83.33,1.487951626,103_2,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,,
22_bin.44,P310,22,15,AF,3.470268,x,93.26,2.14,60,0.791111755,105_1,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,,
22_bin.14,P310,22,15,AF,4.323798,x,95.6,4.4,0,1.353222059,55_1,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,,
22_bin.5,P310,22,15,AF,2.755478,x,76.47,2.75,0,0.649368224,46_1,Bacteria,Gemmatimonadota,Gemmatimonadetes,RSA9,,,
22_bin.38,P310,22,15,AF,1.774785,x,66.3,7.52,82.14,10.69491802,24_1,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,
22_bin.13,P310,22,15,AF,3.56016,NODE_3567_length_8945_cov_5.140505,74.83,2.59,0,0.742928224,33_1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,
22_bin.25,P310,22,15,AF,3.539752,x,66.69,7.76,0,1.578321386,38_2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Pseudaminobacter,
22_bin.4,P310,22,15,AF,2.760385,x,92.38,4.53,22.73,1.366191139,26_1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,
22_bin.47,P310,22,15,AF,1.908533,x,58.41,1.52,25,3.857396869,28_1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas_F,
22_bin.35,P310,22,15,AF,2.903938,x,94.46,0.81,50,7.199465872,29_1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphningosinicella,
22_bin.45,P310,22,15,AF,3.166231,x,78.1,5.17,33.33,2.400801959,30_1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphningosinicella,
22_bin.17,P310,22,15,AF,3.543934,x,97.76,1.27,50,1.592083368,74_1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,,
22_bin.18,P310,22,15,AF,5.137564,x,60.34,0,0,6.196423241,61_1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Achromobacter,Achromobacter sp001298955
22_bin.41,P310,22,15,AF,3.008227,x,81.98,3.48,33.33,0.59663468,67_1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Candidimonas,
22_bin.32,P310,22,15,AF,2.278458,x,52.53,1.66,0,0.563707265,75_1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Massilia,
22_bin.28,P310,22,15,AF,2.665127,x,94.38,0.93,50,1.537125945,79_1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,
22_bin.42,P310,22,15,AF,4.82737,x,91.55,2.36,25,1.33433024,45_1,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,,
23_bin.3,P315,23,15,AB+AF,0.900286,NODE_2155_length_13727_cov_5.347033,75.24,1.05,50,0.460385596,90_1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,,
23_bin.35,P315,23,15,AB+AF,3.212974,x,91.55,2.51,6.25,0.742725579,18_1,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Microbacteriaceae,Cryobacterium_A,
23_bin.54,P315,23,15,AB+AF,2.442867,x,93,0,0,3.699609963,17_1,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Microbacteriaceae,Cryobacterium_A,
23_bin.42,P315,23,15,AB+AF,1.551148,x,51.41,0.99,100,0.345681735,93_15,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Palsa-955,
23_bin.1,P315,23,15,AB+AF,2.971548,x,56.9,0,0,1.277598112,7_1,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Pontibacter,
23_bin.27,P315,23,15,AB+AF,2.617921,x,80.03,2.02,80,2.102390169,103_1,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,,
23_bin.8,P315,23,15,AB+AF,3.691252,x,72.18,4.31,66.67,0.51699995,105_1,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,,
23_bin.50,P315,23,15,AB+AF,4.315523,x,95.6,3.3,0,0.938363124,55_1,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,,
23_bin.52,P315,23,15,AB+AF,1.908238,x,57.89,1.1,0,0.385795548,64_1,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,GWC2-71-9,20CM-2-65-7,
23_bin.37,P315,23,15,AB+AF,2.191476,x,65.38,3.76,50,9.721475133,24_3,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,
23_bin.17,P315,23,15,AB+AF,2.568652,x,74.75,2.6,42.86,1.31473355,34_1,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,UBA5005,
23_bin.18,P315,23,15,AB+AF,4.272502,x,84.08,3.92,0,0.533149258,37_1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea,
23_bin.19,P315,23,15,AB+AF,1.719119,x,51.72,0,0,0.491918005,32_18,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,
23_bin.55,P315,23,15,AB+AF,3.907627,x,91.63,2.05,42.86,0.996591099,33_1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,
23_bin.6,P315,23,15,AB+AF,3.231357,x,63.79,7.76,40,0.422885233,31_1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,
23_bin.16,P315,23,15,AB+AF,2.761532,x,52.93,1.72,0,2.479741292,38_2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Pseudaminobacter,
23_bin.34,P315,23,15,AB+AF,4.090903,x,59.02,1.28,12.5,0.956358864,39_1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Pseudaminobacter,
23_bin.29,P315,23,15,AB+AF,2.688154,x,79.9,5.74,7.69,1.545496262,26_1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,
23_bin.40,P315,23,15,AB+AF,1.768911,NODE_10689_length_4309_cov_6.379017,54.62,2.93,100,0.614014082,27_1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas_A,
23_bin.7,P315,23,15,AB+AF,1.644491,x,52.24,0.88,25,1.415099053,28_1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas_F,
23_bin.32,P315,23,15,AB+AF,2.848948,x,91,1.32,50,6.443588837,29_1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphningosinicella,
23_bin.4,P315,23,15,AB+AF,2.672473,x,69.83,0,0,2.370923359,30_1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphningosinicella,
23_bin.48,P315,23,15,AB+AF,3.143548,x,87.21,0.31,33.33,0.851166466,74_1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,,
23_bin.47,P315,23,15,AB+AF,5.866282,x,93.83,1.18,60,2.658039762,59_1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Achromobacter,
23_bin.46,P315,23,15,AB+AF,6.024906,x,56.03,0,0,0.862467527,61_1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Achromobacter,Achromobacter sp001298955
23_bin.11,P315,23,15,AB+AF,3.517877,NODE_4_length_164229_cov_6.793429,99.22,0.98,0,0.672185621,67_1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Candidimonas,
23_bin.26,P315,23,15,AB+AF,1.610798,x,56.03,0,0,0.341618328,71_6,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Candidimonas,
23_bin.44,P315,23,15,AB+AF,3.347345,x,97.08,0.27,50,2.639889344,82_1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Simplicispira_B,
23_bin.53,P315,23,15,AB+AF,2.610818,x,83.1,0,0,1.089168874,79_1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,
23_bin.10,P315,23,15,AB+AF,3.836523,x,84.93,2.04,50,0.535303852,45_10,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,,
24_bin.29,P325,24,15,PC,2.855624,x,84.38,4.37,50,0.542635733,18_1,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Microbacteriaceae,Cryobacterium_A,
24_bin.51,P325,24,15,PC,2.392326,NODE_3083_length_11916_cov_50.043585,93.52,0.51,100,3.772579384,17_1,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Microbacteriaceae,Cryobacterium_A,
24_bin.25,P325,24,15,PC,3.432633,x,63.79,0,0,0.675825478,7_1,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Pontibacter,
24_bin.6,P325,24,15,PC,2.912274,x,94.44,0.88,33.33,0.514951653,91_1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium_A,
24_bin.10,P325,24,15,PC,4.308548,x,95.47,3.1,62.5,0.478253501,104_1,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,,
24_bin.41,P325,24,15,PC,2.854483,x,78.69,3.89,45.45,0.342139142,95_4,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,,
24_bin.1,P325,24,15,PC,2.979895,x,80.12,1.11,42.86,0.806625809,96_1,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter_A,
24_bin.40,P325,24,15,PC,4.105724,x,82.74,4.95,15.38,0.373451482,102_1,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium nematocida
24_bin.5,P325,24,15,PC,2.124014,x,78.75,1.99,70,0.33079155,85_1,Bacteria,Firmicutes_I,Bacilli_A,Paenibacillales,Paenibacillaceae,,
24_bin.52,P325,24,15,PC,3.372987,x,92.74,0,0,0.545527143,87_1,Bacteria,Firmicutes_I,Bacilli_A,Paenibacillales,Paenibacillaceae,,
24_bin.64,P325,24,15,PC,3.56991,x,95.6,4.4,0,4.659623606,46_1,Bacteria,Gemmatimonadota,Gemmatimonadetes,,,,
24_bin.42,P325,24,15,PC,3.802818,x,77.69,2.2,0,0.481126653,53_1,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,,
24_bin.63,P325,24,15,PC,4.296288,NODE_6342_length_7121_cov_15.732112,97.8,4.95,0,1.128532467,55_1,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,,
24_bin.16,P325,24,15,PC,3.441065,NODE_5128_length_8199_cov_3.468358,50.3,1.94,0,0.292657249,57_1,Bacteria,Myxococcota,Myxococcia,Myxococcales,40CM-4-68-19,,
24_bin.15,P325,24,15,PC,2.705835,x,94.21,2.27,70,0.568600768,22_1,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,
24_bin.37,P325,24,15,PC,3.135286,x,93.43,1.89,0,1.366906221,35_1,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,
24_bin.4,P325,24,15,PC,2.810822,x,95.72,1.76,33.33,1.920827657,34_1,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,UBA5005,
24_bin.14,P325,24,15,PC,2.952723,x,53.45,1.72,0,0.331087853,31_1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,
24_bin.3,P325,24,15,PC,2.17621,x,60.34,0,0,0.860458318,32_5,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,
24_bin.67,P325,24,15,PC,4.012442,x,94.21,1.59,33.33,0.753297016,33_1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,
24_bin.13,P325,24,15,PC,3.084529,x,59.88,9.47,24.53,0.888140104,38_2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Pseudaminobacter,
24_bin.35,P325,24,15,PC,5.591788,NODE_18197_length_3460_cov_5.141295,64.65,8.51,27.5,0.551607838,39_3,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Pseudaminobacter,
24_bin.17,P325,24,15,PC,1.990104,x,60.78,1.59,20,1.885978962,28_1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas_F,
24_bin.49,P325,24,15,PC,2.894033,x,93.95,0.54,33.33,5.785993821,29_1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphningosinicella,
24_bin.59,P325,24,15,PC,2.513394,x,76.38,1.72,0,1.870719114,30_1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphningosinicella,
24_bin.27,P325,24,15,PC,2.966922,x,79.99,2.32,0,1.209641831,74_1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,,
24_bin.47,P325,24,15,PC,3.498726,x,98.45,0.95,0,0.644456534,67_1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Candidimonas,
24_bin.24,P325,24,15,PC,3.328266,x,95.56,0.08,0,2.490365212,82_1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Simplicispira_B,
24_bin.9,P325,24,15,PC,2.579539,x,93.49,0.52,50,2.28383123,79_1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,
24_bin.55,P325,24,15,PC,3.054514,x,93.9,1.46,11.11,0.520881857,77_2,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,
24_bin.20,P325,24,15,PC,3.802883,x,75.68,4.05,57.14,0.457871879,45_13,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,,
25_bin.7,P330,25,15,NC,2.961003,x,93.11,3.4,25,4.153887126,64_3,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,GWC2-71-9,20CM-2-65-7,
25_bin.2,P330,25,15,NC,2.215116,x,65.8,4.7,0,1.926361575,5_1,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,,,
25_bin.5,P330,25,15,NC,3.230974,NODE_197_length_12157_cov_6.627483,86.12,2.58,41.67,3.460167028,62_1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,UKL13-2,GR16-43,
26_bin.49,P405,26,21,AB,3.087052,x,94.66,1.94,50,0.485743335,90_1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,,
26_bin.39,P405,26,21,AB,2.739665,x,73.61,5.18,20,0.477755699,18_1,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Microbacteriaceae,Cryobacterium_A,
26_bin.48,P405,26,21,AB,2.511459,x,96.49,0.25,100,2.21818969,17_1,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Microbacteriaceae,Cryobacterium_A,
26_bin.7,P405,26,21,AB,5.70605,x,96.05,1.75,0,0.578381828,11_1,Bacteria,Actinobacteriota,Actinobacteria,Mycobacteriales,Micromonosporaceae,Plantactinospora_A,
26_bin.38,P405,26,21,AB,2.417533,x,64.55,1.72,40,0.48495775,93_4,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Palsa-955,
26_bin.1,P405,26,21,AB,2.962465,x,51.72,0,0,0.842921447,7_1,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Pontibacter,
26_bin.32,P405,26,21,AB,1.740247,x,60.17,1.72,0,0.31102524,95_5,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,,
26_bin.27,P405,26,21,AB,2.090322,NODE_11438_length_4370_cov_3.296063,68.57,0.67,28.57,0.375268831,87_1,Bacteria,Firmicutes_I,Bacilli_A,Paenibacillales,Paenibacillaceae,,
26_bin.46,P405,26,21,AB,3.541269,x,98.28,8.62,5.26,3.949374017,46_1,Bacteria,Gemmatimonadota,Gemmatimonadetes,,,,
26_bin.9,P405,26,21,AB,4.172715,x,93.41,3.3,0,4.010886202,55_1,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,,
26_bin.35,P405,26,21,AB,4.211383,x,92.31,3.85,0,0.631682729,19_1,Bacteria,Gemmatimonadota,Gemmatimonadetes,RSA9,RSA9,,
26_bin.42,P405,26,21,AB,3.266962,NODE_3042_length_10719_cov_3.403402,55.18,0.7,0,0.35784581,57_1,Bacteria,Myxococcota,Myxococcia,Myxococcales,40CM-4-68-19,,
26_bin.13,P405,26,21,AB,3.749817,x,78.36,2.58,0,0.55627534,51_1,Bacteria,Myxococcota,Myxococcia,Myxococcales,Vulgatibacteraceae,Vulgatibacter,
26_bin.28,P405,26,21,AB,2.522609,x,81.11,0.7,75,8.407994664,24_1,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,
26_bin.8,P405,26,21,AB,3.018277,x,78.97,8.62,20,1.547925983,35_1,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,
26_bin.52,P405,26,21,AB,3.282516,x,68.84,2.33,7.14,0.446390841,37_1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea,
26_bin.33,P405,26,21,AB,4.028353,x,93.14,2.66,25,2.748914478,33_1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,
26_bin.36,P405,26,21,AB,1.734835,x,50.52,0,0,0.747332734,26_4,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,
26_bin.10,P405,26,21,AB,4.267267,NODE_12861_length_4034_cov_3.492545,56.78,9.27,16.67,0.400360445,27_2,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas_A,
26_bin.21,P405,26,21,AB,2.293599,x,71.5,0.65,0,7.9007063,28_1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas_F,
26_bin.30,P405,26,21,AB,2.717802,x,91.84,0.67,33.33,13.15142261,29_1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphningosinicella,
26_bin.40,P405,26,21,AB,3.351576,x,64.66,6.9,75,3.677722309,30_1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphningosinicella,
